,bbm_id,Name,Status,bbm_abr_2018,Conf,Pos,Age,g,Date,m,player_id,carmelo,pipm,espn,oRPM,dRPM,oPIPM,dPIPM,xORPM,xDRPM,oKPM,dKPM,bbm_abr_2019,tenure,MP,new_coach,USG,oRL,dRL,same_team,o_regress,d_regress
95,3499,Moe Harkless,,POR,3.0,SF,25.4,74.5,43389,2086.0,/players/h/harklma01.html,Maurice Harkless,Maurice Harkless,Maurice Harkless,-0.6,0.7,-0.52,0.4,-0.45,0.05,-0.547,0.475,POR,6.0,1315.3,0.0,12.6,-1.4,-0.2,True,1.0,1.0
96,3941,Jabari Parker,New TeamNew ContractInjury Prone,CHI,3.0,SF/PF,23.6,68.5,43389,2085.5,/players/p/parkeja01.html,Jabari Parker,Jabari Parker,Jabari Parker,0.4,-1.0,-0.25,-1.2,-0.16,-2.21,0.1169,-1.2447000000000001,MIL,4.0,910.7,0.0,24.4,-1.4,0.05,False,0.7,0.9
97,5020,Rondae Hollis-Jefferson,Restricted Free Agent,BKN,4.0,SF/PF,23.8,74.0,43389,2146.0,/players/h/holliro01.html,Rondae Hollis-Jefferson,Rondae Hollis-Jefferson,Rondae Hollis-Jefferson,-0.8,0.8,-0.88,0.52,-0.84,0.96,-0.82,0.8200000000000001,BKN,3.0,1919.6,0.0,22.2,-1.4,0.05,True,1.0,1.0
98,3011,Taj Gibson,Unrestricted Free Agent,MIN,4.0,PF/C,33.3,76.0,43386,2356.0,/players/g/gibsota01.html,Taj Gibson,Taj Gibson,Taj Gibson,-1.3,0.6,-1.24,0.71,-1.06,1.0,-1.222,0.7309999999999999,MIN,9.0,2860.5,0.0,14.7,-1.55,0.8,True,1.0,1.0
99,5004,Willie Cauley-Stein,Restricted Free Agent,SAC,2.0,PF/C,25.2,73.0,43388,2153.5,/players/c/caulewi01.html,Willie Cauley-Stein,Willie Cauley-Stein,Willie Cauley-Stein,-1.5,1.6,-1.19,0.63,-1.43,0.2,-1.448,1.083,SAC,3.0,2043.9,0.0,21.8,-1.55,0.8,True,1.0,1.0
100,2621,Paul Millsap,,DEN,4.0,PF/C,33.7,72.0,43386,2232.0,/players/m/millspa01.html,Paul Millsap,Paul Millsap,Paul Millsap,-0.5,1.9,-0.16,1.07,-1.95,2.75,-0.901,2.072,DEN,12.0,1142.4,0.0,22.0,-1.55,0.8,True,1.0,1.0
101,3475,Evan Fournier,,ORL,4.0,SG/SF,26.0,70.0,43389,2240.0,/players/f/fournev01.html,Evan Fournier,Evan Fournier,Evan Fournier,1.0,-1.5,0.92,-1.03,0.94,-1.69,0.6817999999999999,-1.359,ORL,6.0,1842.1,1.0,23.3,-1.25,-0.5,False,0.7,0.9
102,3435,Harrison Barnes,Player Option,DAL,5.0,SF/PF,26.4,74.0,43385,2516.0,/players/b/barneha02.html,Harrison Barnes,Harrison Barnes,Harrison Barnes,-0.2,-1.0,-0.85,-0.9,-0.34,-0.27,-0.307,-0.7709999999999999,DAL,6.0,2644.1,0.0,25.2,-1.4,0.05,True,1.0,1.0
103,3946,Julius Randle,Position BattleNew TeamPlayer OptionNew Contract,NOR,3.0,PF/C,23.9,79.5,43388,2385.0,/players/r/randlju01.html,Julius Randle,Julius Randle,Julius Randle,0.4,-0.1,-0.07,-1.09,0.14,-0.95,0.19249999999999998,-0.40859999999999996,LAL,4.0,2190.7,0.0,25.3,-1.55,0.8,False,0.7,0.9
104,5354,Pascal Siakam,,TOR,3.0,PF,24.7,81.0,43386,1863.0,/players/s/siakapa01.html,Pascal Siakam,Pascal Siakam,Pascal Siakam,-0.8,1.2,-0.75,0.71,0.23,0.53,-0.34019999999999995,0.855,TOR,2.0,1857.1,1.0,15.7,-1.4,0.3,False,0.7,0.9
105,2997,Blake Griffin,Injury Prone,DET,4.0,PF/C,29.6,66.0,43387,2244.0,/players/g/griffbl01.html,Blake Griffin,Blake Griffin,Blake Griffin,2.0,0.5,1.39,0.11,1.78,0.71,1.3111,0.4716,,8.0,1972.3,,28.9,-1.55,0.8,False,0.7,0.9
106,3113,Al-Farouq Aminu,Unrestricted Free Agent,POR,4.0,SF/PF,28.1,72.5,43389,2175.0,/players/a/aminual01.html,Al-Farouq Aminu,Al-Farouq Aminu,Al-Farouq Aminu,-0.7,1.9,-0.7,0.92,-0.86,2.97,-0.7479999999999999,2.1229999999999998,POR,8.0,2202.8,0.0,14.8,-1.4,0.05,True,1.0,1.0
107,3354,Bojan Bogdanovic,Unrestricted Free Agent,IND,3.0,SG/SF,29.5,79.0,43386,2330.0,/players/b/bogdabo02.html,Bojan Bogdanovic,Bojan Bogdanovic,Bojan Bogdanovic,-0.4,-1.7,-0.62,-1.11,-0.65,-2.34,-0.497,-1.833,IND,4.0,2696.8,0.0,19.0,-1.25,-0.5,True,1.0,1.0
108,3388,Markieff Morris,Unrestricted Free Agent,WAS,2.0,PF/C,29.1,74.0,43386,2073.0,/players/m/morrima02.html,Markieff Morris,Markieff Morris,Markieff Morris,-1.4,0.6,-1.19,0.43,-1.42,0.87,-1.385,0.664,WAS,7.0,2151.5,0.0,19.5,-1.55,0.8,True,1.0,1.0
109,3709,Tim Hardaway Jr.,,NYK,4.0,SG/SF,26.6,74.5,43389,2198.0,/players/h/hardati02.html,Tim Hardaway Jr.,Tim Hardaway,Tim Hardaway Jr.,1.2,-1.1,0.93,-0.47,1.5,0.23,0.8840999999999999,-0.5742,NYK,5.0,1885.8,1.0,23.8,-1.25,-0.5,False,0.7,0.9
110,3677,Kelly Olynyk,,MIA,3.0,PF/C,27.5,75.5,43386,1774.5,/players/o/olynyke01.html,Kelly Olynyk,Kelly Olynyk,Kelly Olynyk,0.8,1.3,0.53,0.08,1.73,1.36,1.052,1.1960000000000002,MIA,5.0,1924.1,0.0,21.7,-1.55,0.8,True,1.0,1.0
111,3032,Patrick Beverley,Unrestricted Free AgentInjury Prone,LAC,3.0,PG/SG,30.3,65.0,43388,1890.0,/players/b/beverpa01.html,Patrick Beverley,Patrick Beverley,Patrick Beverley,0.3,0.1,-0.24,0.68,-0.61,0.14,-0.027000000000000003,0.17,LAC,6.0,333.3,0.0,19.6,-0.9,-0.9,True,1.0,1.0
112,3957,Andrew Wiggins,,MIN,3.0,SG/SF,23.6,81.0,43386,2956.0,/players/w/wiggian01.html,Andrew Wiggins,Andrew Wiggins,Andrew Wiggins,0.8,-1.6,0.16,-0.93,1.24,-1.63,0.868,-1.5419999999999998,MIN,4.0,3156.9,0.0,23.4,-1.25,-0.5,True,1.0,1.0
113,3904,Bogdan Bogdanovic,,SAC,2.0,SG/SF,26.2,68.0,43388,2040.0,/players/b/bogdabo01.html,Bogdan Bogdanovic,Bogdan Bogdanovic,Bogdan Bogdanovic,0.4,-1.6,0.09,-1.26,0.46,-1.88,0.387,-1.65,SAC,1.0,2176.6,0.0,19.6,-1.25,-0.5,True,1.0,1.0
114,3728,Trey Burke,Unrestricted Free Agent,NYK,2.0,PG,25.9,74.0,43389,2072.0,/players/b/burketr01.html,Trey Burke,Trey Burke,Trey Burke,1.2,-2.8,0.21,-1.98,1.54,-2.88,0.8420999999999998,-2.4678,NYK,5.0,784.0,1.0,25.1,-0.7,-1.0,False,0.7,0.9
115,2492,Marvin Williams,Player Option,CHA,3.0,SF/PF,32.3,75.5,43386,1850.5,/players/w/willima02.html,Marvin Williams,Marvin Williams,Marvin Williams,0.0,0.4,-0.44,0.85,-0.29,0.5,-0.0917,0.42750000000000005,CHA,13.0,2005.5,1.0,14.8,-1.4,0.05,False,0.7,0.9
116,3774,Dewayne Dedmon,Unrestricted Free Agent,ATL,3.0,C,29.2,68.5,43389,1711.0,/players/d/dedmode01.html,Dewayne Dedmon,Dewayne Dedmon,Dewayne Dedmon,-1.9,2.3,-1.39,1.51,-1.35,1.96,-1.1787999999999998,1.9070999999999998,ATL,5.0,1541.9,1.0,17.0,-1.7,1.3,False,0.7,0.9
117,5425,Caris LeVert,Breakout CandidatePosition Battle,BKN,3.0,SF,24.1,72.5,43389,2175.0,/players/l/leverca01.html,Caris LeVert,Caris LeVert,Caris LeVert,-0.1,-0.6,-1.1,-0.54,0.21,-1.57,-0.10700000000000001,-0.885,BKN,2.0,1864.8,0.0,22.5,-1.4,-0.2,True,1.0,1.0
118,5018,Mario Hezonja,Position BattleNew TeamUnrestricted Free AgentNew Contract,NYK,2.0,SG/SF,23.6,75.0,43389,1837.5,/players/h/hezonma01.html,Mario Hezonja,Mario Hezonja,Mario Hezonja,-1.0,-0.5,-1.11,-0.97,-0.97,-1.76,-0.7013999999999999,-0.8325,ORL,3.0,1654.0,1.0,19.9,-1.25,-0.5,False,0.7,0.9
119,5473,Kyle Kuzma,Bust Candidate,LAL,3.0,SF/PF,23.2,76.0,43389,2279.0,/players/k/kuzmaky01.html,Kyle Kuzma,Kyle Kuzma,Kyle Kuzma,0.3,-1.0,0.12,-1.15,0.48,-1.07,0.33599999999999997,-1.036,LAL,1.0,2400.4,0.0,22.5,-1.4,0.05,True,1.0,1.0
120,3696,Reggie Bullock,Position BattleUnrestricted Free Agent,DET,2.0,SG/SF,27.6,72.0,43387,2157.0,/players/b/bullore01.html,Reggie Bullock,Reggie Bullock,Reggie Bullock,0.1,-0.6,0.11,-0.16,0.55,-0.78,0.1652,-0.549,DET,5.0,1734.4,1.0,15.7,-1.25,-0.5,False,0.7,0.9
121,5360,Brandon Ingram,,LAL,3.0,SG/SF,21.1,74.0,43389,2477.5,/players/i/ingrabr01.html,Brandon Ingram,Brandon Ingram,Brandon Ingram,-0.4,-0.4,-0.97,-0.45,-0.26,-0.87,-0.41500000000000004,-0.546,LAL,2.0,1977.0,0.0,22.2,-1.25,-0.5,True,1.0,1.0
122,3689,Kentavious Caldwell-Pope,Position BattleUnrestricted Free AgentNew Contract,LAL,3.0,SG/SF,25.7,75.0,43389,2137.0,/players/c/caldwke01.html,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,1.1,-0.4,0.56,-0.06,1.27,0.22,1.097,-0.18,LAL,5.0,2462.2,0.0,16.9,-1.25,-0.5,True,1.0,1.0
123,2819,Goran Dragic,Bust CandidatePlayer Option,MIA,3.0,PG/SG,32.4,74.5,43386,2272.5,/players/d/dragigo01.html,Goran Dragic,Goran Dragic,Goran Dragic,1.2,-1.4,0.38,-1.02,1.57,-0.66,1.2289999999999999,-1.1400000000000001,MIA,10.0,2533.3,0.0,25.7,-0.9,-0.9,True,1.0,1.0
124,5454,Lauri Markkanen,,CHI,3.0,PF,21.4,54.5,43389,1744.0,/players/m/markkla01.html,Lauri Markkanen,Lauri Markkanen,Lauri Markkanen,0.1,-0.4,0.17,0.25,-0.04,-0.49,0.065,-0.362,CHI,1.0,2020.0,0.0,21.9,-1.4,0.3,True,1.0,1.0
125,5042,Bobby Portis,Restricted Free Agent,CHI,4.0,PF/C,23.7,74.0,43389,1886.5,/players/p/portibo01.html,Bobby Portis,Bobby Portis,Bobby Portis,0.2,-0.8,0.54,-0.7,1.44,-1.99,0.6060000000000001,-1.147,CHI,3.0,1642.6,0.0,26.0,-1.55,0.8,True,1.0,1.0
126,3438,Kent Bazemore,Player Option,ATL,3.0,SG/SF,29.3,73.5,43389,1984.0,/players/b/bazemke01.html,Kent Bazemore,Kent Bazemore,Kent Bazemore,-0.8,0.5,-0.96,0.07,-0.57,0.18,-0.5228999999999999,0.3249,ATL,6.0,1787.6,1.0,22.5,-1.25,-0.5,False,0.7,0.9
127,2293,Dwight Howard,New TeamPlayer OptionNew Contract,WAS,3.0,PF/C,32.9,75.5,43386,2265.0,/players/h/howardw01.html,Dwight Howard,Dwight Howard,Dwight Howard,-1.7,2.2,-1.07,1.79,-2.59,1.19,-1.3327999999999998,1.6704,CHA,14.0,2467.3,1.0,24.2,-1.55,0.8,False,0.7,0.9
128,5356,Fred VanVleet,New Contract,TOR,3.0,PG,24.6,76.0,43386,1596.0,/players/v/vanvlfr01.html,Fred VanVleet,Fred VanVleet,Fred VanVleet,1.5,-0.2,1.0,0.63,3.07,1.3,1.3446999999999998,0.2997,TOR,2.0,1629.8,1.0,19.1,-0.7,-1.0,False,0.7,0.9
129,5048,D'Angelo Russell,Breakout CandidateRestricted Free Agent,BKN,2.0,PG/SG,22.6,68.0,43389,2007.0,/players/r/russeda01.html,D'Angelo Russell,D'Angelo Russell,D'Angelo Russell,1.5,-1.7,0.07,-1.59,0.41,-3.0,1.0299999999999998,-2.0789999999999997,BKN,3.0,1232.6,0.0,30.8,-0.9,-0.9,True,1.0,1.0
130,5448,Markelle Fultz,Position BattleBreakout Candidate,PHI,2.0,PG/SG,20.4,74.5,43386,2235.0,/players/f/fultzma01.html,Markelle Fultz,Markelle Fultz,Markelle Fultz,-1.3,-0.5,-1.19,0.15,-1.97,0.29,-1.49,-0.198,PHI,1.0,276.7,0.0,23.1,-0.9,-0.9,True,1.0,1.0
131,2643,P.J. Tucker,,HOU,3.0,SF,33.4,80.0,43386,2400.0,/players/t/tuckepj01.html,PJ Tucker,P.J. Tucker,PJ Tucker,-1.1,0.8,-1.37,0.88,-1.27,0.91,-1.178,0.841,HOU,7.0,2853.0,0.0,10.5,-1.4,-0.2,True,1.0,1.0
132,3089,Wesley Matthews,Unrestricted Free Agent,DAL,3.0,SG/SF,32.0,72.0,43385,2305.0,/players/m/matthwe02.html,Wesley Matthews,Wesley Matthews,Wesley Matthews,-0.7,-1.1,-0.9,-1.17,-0.7,-1.88,-0.72,-1.341,DAL,9.0,2135.2,0.0,17.6,-1.25,-0.5,True,1.0,1.0
133,5017,Willy Hernangomez,,CHA,3.0,C,24.4,73.5,43386,1691.0,/players/h/hernawi01.html,Willy Hernangomez,Willy Hernangomez,Willy Hernangomez,-0.8,1.3,-0.78,0.41,-0.38,0.85,-0.47039999999999993,0.9684,,2.0,493.3,,21.0,-1.7,1.3,False,0.7,0.9
134,3914,Spencer Dinwiddie,Unrestricted Free Agent,BKN,3.0,PG,25.5,77.0,43389,1928.0,/players/d/dinwisp01.html,Spencer Dinwiddie,Spencer Dinwiddie,Spencer Dinwiddie,1.7,-0.7,1.11,-0.09,2.62,0.27,1.917,-0.348,BKN,4.0,2306.6,0.0,20.3,-0.7,-1.0,True,1.0,1.0
135,5469,O.G. Anunoby,Position Battle,TOR,2.0,SF/PF,21.2,74.0,43386,2072.0,/players/a/anunoog01.html,OG Anunoby,OG Anunoby,OG Anunoby,0.4,0.5,0.21,0.91,0.24,1.12,0.2331,0.6543,TOR,1.0,1719.3,1.0,12.4,-1.4,0.05,False,0.7,0.9
136,3944,Elfrid Payton,New TeamUnrestricted Free AgentNew Contract,NOR,3.0,PG,24.6,74.0,43388,2187.5,/players/p/paytoel01.html,Elfrid Payton,Elfrid Payton,Elfrid Payton,0.9,-0.8,0.26,-0.68,0.18,-1.56,0.43400000000000005,-0.9144,,4.0,1807.1,,21.9,-0.7,-1.0,False,0.7,0.9
137,2828,Eric Gordon,Position Battle,HOU,4.0,SG,29.8,72.5,43386,2249.0,/players/g/gordoer01.html,Eric Gordon,Eric Gordon,Eric Gordon,1.5,-1.4,0.94,-1.41,2.21,-0.39,1.6569999999999998,-1.0979999999999999,HOU,10.0,2702.6,0.0,24.7,-1.1,-0.8,True,1.0,1.0
138,3029,James Johnson,,MIA,3.0,SF/PF,31.7,71.5,43386,1859.0,/players/j/johnsja01.html,James Johnson,James Johnson,James Johnson,-0.6,1.4,-0.83,0.07,-0.98,1.51,-0.7369999999999999,1.2999999999999998,MIA,9.0,2103.1,0.0,19.1,-1.4,0.05,True,1.0,1.0
139,5355,Jakob Poeltl,Position BattleNew Team,SAS,3.0,C,23.0,78.5,43386,1570.0,/players/p/poeltja01.html,Jakob Poeltl,Jakob Poeltl,Jakob Poeltl,-0.8,2.1,-1.04,0.68,-0.37,0.79,-0.48649999999999993,1.4085,TOR,2.0,1661.2,1.0,14.8,-1.7,1.3,False,0.7,0.9
140,2836,George Hill,Injury Prone,CLE,3.0,PG/SG,32.5,68.0,43389,1837.0,/players/h/hillge01.html,George Hill,George Hill,George Hill,0.8,-0.7,0.06,0.13,0.42,0.31,0.42839999999999995,-0.28259999999999996,,10.0,2371.5,,16.3,-0.9,-0.9,False,0.7,0.9
141,1831,Dirk Nowitzki,Unrestricted Free AgentNew Contract,DAL,4.0,PF/C,40.3,68.0,43385,1496.0,/players/n/nowitdi01.html,Dirk Nowitzki,Dirk Nowitzki,Dirk Nowitzki,-1.6,0.5,1.02,0.14,0.82,0.11,-0.612,0.347,DAL,20.0,1891.7,0.0,20.5,-1.55,0.8,True,1.0,1.0
142,3127,Nemanja Bjelica,New TeamNew Contract,SAC,2.0,PF,30.4,71.5,43388,1930.5,/players/b/bjeline01.html,Nemanja Bjelica,Nemanja Bjelica,Nemanja Bjelica,-0.7,0.7,-1.67,-0.32,-0.86,1.31,-0.5914999999999999,0.7029,MIN,3.0,1412.4,0.0,14.3,-1.4,0.3,False,0.7,0.9
143,3218,Jeremy Lin,Unrestricted Free AgentNew TeamInjury Prone,ATL,2.0,PG/SG,30.1,67.0,43389,1675.0,/players/l/linje01.html,Jeremy Lin,Jeremy Lin,Jeremy Lin,-0.3,-1.0,-0.49,0.39,-2.37,0.91,-0.9400000000000001,-0.25919999999999993,BKN,8.0,25.2,0.0,31.3,-0.9,-0.9,False,1.0,0.9
144,3921,Jerami Grant,Position BattleNew Contract,OKC,3.0,SF/PF,24.6,80.5,43386,1891.0,/players/g/grantje01.html,Jerami Grant,Jerami Grant,Jerami Grant,-1.2,-0.1,-1.1,-0.36,-1.25,-1.48,-1.205,-0.54,OKC,4.0,1780.0,0.0,16.0,-1.4,0.05,True,1.0,1.0
145,2003,Carmelo Anthony,Position BattleNew TeamUnrestricted Free AgentNew Contract,HOU,2.0,SF/PF,34.4,77.0,43386,2233.0,/players/a/anthoca01.html,Carmelo Anthony,Carmelo Anthony,Carmelo Anthony,-0.2,-1.3,0.26,-1.12,0.72,-2.03,0.08539999999999999,-1.3509,OKC,15.0,2697.5,0.0,23.2,-1.4,0.05,False,0.7,0.9
146,3456,Jae Crowder,,UTA,4.0,SF/PF,28.3,77.5,43388,2132.5,/players/c/crowdja01.html,Jae Crowder,Jae Crowder,Jae Crowder,-0.1,-0.4,-0.1,-0.07,0.06,-0.38,-0.036399999999999995,-0.3249,,6.0,2416.7,,17.3,-1.4,0.05,False,0.7,0.9
147,5039,Kelly Oubre Jr.,Restricted Free Agent,WAS,2.0,SF,22.9,79.5,43386,2067.5,/players/o/oubreke01.html,Kelly Oubre Jr.,Kelly Oubre,Kelly Oubre Jr.,-0.3,-0.5,-1.29,-1.26,0.32,-1.22,-0.213,-0.7919999999999999,WAS,3.0,2378.1,0.0,19.4,-1.4,-0.2,True,1.0,1.0
148,5664,Trae Young,,ATL,3.0,PG,20.1,78.0,43389,2379.0,/players/y/youngtr01.html,Trae Young,Trae Young,Trae Young,0.2,-1.8,0.32,-3.26,0.2,-1.8,0.212,-1.9460000000000002,,,0.0,,,-0.7,-1.0,True,1.0,1.0
149,5266,Jaylen Brown,Bust Candidate,BOS,3.0,SG/SF,22.0,74.5,43386,2309.5,/players/b/brownja02.html,Jaylen Brown,Jaylen Brown,Jaylen Brown,0.4,0.2,0.33,0.85,0.44,0.49,0.405,0.35200000000000004,BOS,2.0,2738.9,0.0,21.4,-1.25,-0.5,True,1.0,1.0
150,3945,Dwight Powell,Player Option,DAL,4.0,PF/C,27.2,78.5,43385,1492.0,/players/p/poweldw01.html,Dwight Powell,Dwight Powell,Dwight Powell,-0.6,1.5,0.1,0.71,-0.28,1.62,-0.434,1.4569999999999999,DAL,4.0,1667.8,0.0,15.5,-1.55,0.8,True,1.0,1.0
151,3110,Patrick Patterson,Position BattlePlayer Option,OKC,3.0,PF/C,29.6,78.5,43386,1963.0,/players/p/pattepa01.html,Patrick Patterson,Patrick Patterson,Patrick Patterson,-0.6,0.5,-1.35,-0.13,0.37,1.0,-0.384,0.587,OKC,8.0,1323.1,0.0,10.8,-1.55,0.8,True,1.0,1.0
152,3047,Danny Green,New TeamUnrestricted Free AgentInjury Prone,TOR,3.0,SG/SF,31.3,70.5,43386,1868.0,/players/g/greenda02.html,Danny Green,Danny Green,Danny Green,-1.4,1.4,-1.46,1.04,-0.84,1.8,-0.8665999999999999,1.3356000000000001,SAS,9.0,1891.6,0.0,16.6,-1.25,-0.5,False,0.7,0.9
153,2809,D.J. Augustin,,ORL,2.0,PG,30.9,75.0,43389,2062.5,/players/a/augusdj01.html,D.J. Augustin,D.J. Augustin,D.J. Augustin,0.3,-2.1,-0.97,-0.9,-0.48,-1.88,-0.042699999999999995,-1.7226,ORL,10.0,1760.6,1.0,18.6,-0.7,-1.0,False,0.7,0.9
154,5706,Mitchell Robinson,,NYK,3.0,C,20.5,64.5,43389,1260.5,/players/r/robinmi01.html,Mitchell Robinson,Mitchell Robinson,Mitchell Robinson,-2.4,0.1,-1.46,-1.05,-2.4,0.1,-2.306,-0.015000000000000013,,,0.0,,,-1.7,1.3,True,1.0,1.0
155,3674,Dennis Schroder,Bust CandidateNew Team,OKC,2.0,PG,25.1,76.0,43386,1974.0,/players/s/schrode01.html,Dennis Schroder,Dennis Schroder,Dennis Schroder,1.4,-2.4,0.46,-1.74,1.21,-2.18,1.2489999999999999,-2.0412,ATL,5.0,2077.0,1.0,30.4,-0.7,-1.0,False,1.0,0.9
156,5028,Kevon Looney,Position BattleUnrestricted Free AgentNew Contract,GSW,3.0,PF/C,22.7,75.5,43388,1548.5,/players/l/looneke01.html,Kevon Looney,Kevon Looney,Kevon Looney,-1.1,1.7,-1.89,1.12,-0.99,2.04,-1.1460000000000001,1.7440000000000002,GSW,3.0,1303.7,0.0,12.5,-1.55,0.8,True,1.0,1.0
157,3925,Rodney Hood,Unrestricted Free AgentNew ContractInjury Prone,CLE,2.0,SG/SF,26.0,66.5,43389,1928.0,/players/h/hoodro01.html,Rodney Hood,Rodney Hood,Rodney Hood,0.1,-1.8,-0.47,-1.39,0.28,-2.99,0.0679,-1.9044,,4.0,1874.0,,24.3,-1.25,-0.5,False,0.7,0.9
158,5476,Josh Hart,Position Battle,LAL,2.0,SG/SF,23.6,72.5,43389,1892.5,/players/h/hartjo01.html,Josh Hart,Josh Hart,Josh Hart,0.5,-0.7,0.28,-0.46,0.89,-0.58,0.595,-0.64,LAL,1.0,1459.9,0.0,13.5,-1.25,-0.5,True,1.0,1.0
159,3040,Patty Mills,,SAS,3.0,PG,30.2,77.5,43386,2133.0,/players/m/millspa02.html,Patty Mills,Patty Mills,Patty Mills,1.4,-1.9,0.48,-1.59,1.8,-1.45,1.428,-1.734,SAS,9.0,2273.8,0.0,17.8,-0.7,-1.0,True,1.0,1.0
160,5058,Delon Wright,Restricted Free Agent,TOR,3.0,PG/SG,26.5,69.0,43386,1449.0,/players/w/wrighde01.html,Delon Wright,Delon Wright,Delon Wright,0.7,0.5,-0.45,0.38,1.16,1.32,0.5061,0.6606,TOR,3.0,1643.5,1.0,17.2,-0.9,-0.9,False,0.7,0.9
161,3385,E'Twaun Moore,,NOR,3.0,SG/SF,29.6,76.5,43388,2104.5,/players/m/mooreet01.html,E'Twaun Moore,E'Twaun Moore,E'Twaun Moore,-0.3,-1.3,-0.84,-0.47,0.41,-0.95,-0.14100000000000001,-1.1119999999999999,NOR,7.0,2868.5,0.0,16.1,-1.25,-0.5,True,1.0,1.0
162,5024,Stanley Johnson,Position BattleRestricted Free Agent,DET,2.0,SG/SF,22.4,73.0,43387,2228.0,/players/j/johnsst04.html,Stanley Johnson,Stanley Johnson,Stanley Johnson,-1.3,0.7,-1.82,0.87,-0.7,0.75,-0.8203999999999999,0.6588,DET,3.0,1894.5,1.0,16.4,-1.25,-0.5,False,0.7,0.9
163,5025,Tyus Jones,Restricted Free Agent,MIN,4.0,PG,22.4,80.5,43386,1488.5,/players/j/jonesty01.html,Tyus Jones,Tyus Jones,Tyus Jones,1.7,0.2,0.12,0.24,2.99,1.15,1.929,0.489,MIN,3.0,1519.0,0.0,12.7,-0.7,-1.0,True,1.0,1.0
164,5721,Marvin Bagley,Position Battle,SAC,2.0,PF,19.6,75.5,43388,2076.5,/players/b/baglema01.html,Marvin Bagley III,Marvin Bagley,Marvin Bagley III,-0.7,-0.8,-0.18,-1.49,-0.7,-0.8,-0.648,-0.869,,,0.0,,,-1.4,0.3,True,1.0,1.0
165,2086,Pau Gasol,Position Battle,SAS,2.0,PF/C,38.3,72.0,43386,1546.5,/players/g/gasolpa01.html,Pau Gasol,Pau Gasol,Pau Gasol,-0.9,2.3,-0.84,0.63,-1.88,0.71,-1.1880000000000002,1.656,SAS,17.0,1898.6,0.0,20.4,-1.55,0.8,True,1.0,1.0
166,3678,Cody Zeller,Injury Prone,CHA,3.0,PF/C,26.0,66.0,43386,1749.0,/players/z/zelleco01.html,Cody Zeller,Cody Zeller,Cody Zeller,-0.7,2.1,-0.75,1.59,-1.06,2.23,-0.5690999999999999,1.8792000000000002,CHA,5.0,626.8,1.0,15.7,-1.55,0.8,False,0.7,0.9
167,3490,JaMychal Green,Position BattleUnrestricted Free Agent,MEM,3.0,PF/C,28.3,75.5,43389,1887.5,/players/g/greenja01.html,JaMychal Green,JaMychal Green,JaMychal Green,-1.4,-0.3,-1.25,0.21,-1.45,-0.77,-1.4,-0.38999999999999996,MEM,4.0,1539.0,0.0,17.8,-1.55,0.8,True,1.0,1.0
168,5456,Dennis Smith Jr.,,DAL,4.0,PG/SG,20.9,74.5,43385,2384.0,/players/s/smithde03.html,Dennis Smith Jr.,Dennis Smith,Dennis Smith Jr.,0.1,-1.5,-1.34,-1.31,-0.29,-2.08,-0.161,-1.655,DAL,1.0,2047.8,0.0,28.9,-0.9,-0.9,True,1.0,1.0
169,3581,Terrence Ross,Unrestricted Free Agent,ORL,2.0,SG/SF,27.7,73.5,43389,1836.0,/players/r/rosste01.html,Terrence Ross,Terrence Ross,Terrence Ross,-0.6,-0.3,-0.02,-0.33,-1.01,-0.19,-0.46549999999999997,-0.24300000000000002,ORL,6.0,598.2,1.0,17.3,-1.25,-0.5,False,0.7,0.9
170,5459,Luke Kennard,Position Battle,DET,2.0,SG,22.3,75.0,43387,1800.0,/players/k/kennalu01.html,Luke Kennard,Luke Kennard,Luke Kennard,0.2,-0.7,0.06,0.26,0.3,-0.39,0.1512,-0.4598999999999999,DET,1.0,1460.6,1.0,17.2,-1.1,-0.8,False,0.7,0.9
171,2436,Marcin Gortat,New TeamUnrestricted Free Agent,LAC,3.0,C,34.7,78.0,43388,1910.0,/players/g/gortama01.html,Marcin Gortat,Marcin Gortat,Marcin Gortat,-2.2,1.6,-1.49,1.04,-2.88,1.61,-1.6331,1.3923,WAS,11.0,2237.0,0.0,15.5,-1.7,1.3,False,0.7,0.9
172,5452,De'Aaron Fox,,SAC,3.0,PG,20.8,77.0,43388,2464.0,/players/f/foxde01.html,De'Aaron Fox,De'Aaron Fox,De'Aaron Fox,-0.6,-2.0,-1.55,-1.38,-1.18,-2.36,-0.869,-2.046,SAC,1.0,2027.1,0.0,23.4,-0.7,-1.0,True,1.0,1.0
173,3720,Alex Len,New ContractNew Team,ATL,3.0,PF/C,25.3,74.0,43389,1628.0,/players/l/lenal01.html,Alex Len,Alex Len,Alex Len,-1.7,1.4,-1.49,0.6,-2.32,0.0,-1.3054999999999999,0.8099999999999999,PHO,5.0,1396.5,1.0,17.0,-1.55,0.8,False,0.7,0.9
174,3718,Nerlens Noel,New TeamPlayer OptionNew Contract,OKC,3.0,PF/C,24.5,68.5,43386,1199.5,/players/n/noelne01.html,Nerlens Noel,Nerlens Noel,Nerlens Noel,-2.1,3.1,-1.4,1.52,-3.0,1.8,-1.61,2.2968,DAL,4.0,472.3,0.0,13.8,-1.55,0.8,False,0.7,0.9
