bbm_id,bbm_name,spotrac,espn,bref,pipm,player_id,Draft,carmelo
5889,Bonzie Colson,Bonzie Colson,Bonzie Colson,Bonzie Colson,Bonzie Colson,,2018,Bonzie Colson
5866,Jaylen Barford,Jaylen Barford,Jaylen Barford,Jaylen Barford,Jaylen Barford,,2018,Jaylen Barford
3639,Tyler Zeller,Tyler Zeller,Tyler Zeller,Tyler Zeller,Tyler Zeller,/players/z/zellety01.html,2012 (Pick 17),Tyler Zeller
3779,Abdul Gaddy,Abdul Gaddy,Abdul Gaddy,Abdul Gaddy,Abdul Gaddy,,,
5509,Kobi Simmons,Kobi Simmons,Kobi Simmons,Kobi Simmons,Kobi Simmons,/players/s/simmoko01.html,,Kobi Simmons
5485,Jawun Evans,Jawun Evans,Jawun Evans,Jawun Evans,Jawun Evans,/players/e/evansja01.html,2017 (Pick 39),Jawun Evans
5742,Johnathan Williams,Johnathan Williams,Johnathan Williams,Johnathan Williams,Johnathan Williams,,2018,
5816,B.J. Johnson,B.J. Johnson,B.J. Johnson,B.J. Johnson,B.J. Johnson,,2018,
5499,Kadeem Allen,Kadeem Allen,Kadeem Allen,Kadeem Allen,Kadeem Allen,/players/a/allenka01.html,2017 (Pick 53),
5605,Bryce Alford,Bryce Alford,Bryce Alford,Bryce Alford,Bryce Alford,/players/a/alforbr01.html,2017,
2808,Darrell Arthur,Darrell Arthur,Darrell Arthur,Darrell Arthur,Darrell Arthur,/players/a/arthuda01.html,2008 (Pick 27),Darrell Arthur
5505,Jaron Blossomgame,Jaron Blossomgame,Jaron Blossomgame,Jaron Blossomgame,Jaron Blossomgame,/players/b/blossja01.html,2017 (Pick 59),
5524,Jamel Artis,Jamel Artis,Jamel Artis,Jamel Artis,Jamel Artis,/players/a/artisja01.html,2017,Jamel Artis
5527,Ding Yanyuhang,Ding Yanyuhang,Ding Yanyuhang,Ding Yanyuhang,Ding Yanyuhang,/players/y/yanyudi01.html,2017,
5369,Tyler Ulis,Tyler Ulis,Tyler Ulis,Tyler Ulis,Tyler Ulis,/players/u/ulisty01.html,2016 (Pick 34),Tyler Ulis
5514,Alfonzo McKinnie,Alfonzo McKinnie,Alfonzo McKinnie,Alfonzo McKinnie,Alfonzo McKinnie,/players/m/mckinal01.html,,
3929,Nick Johnson,Nick Johnson,Nick Johnson,Nick Johnson,Nick Johnson,/players/j/johnsni01.html,2014 (Pick 42),
5508,Cameron Oliver,Cameron Oliver,Cameron Oliver,Cameron Oliver,Cameron Oliver,,,
3693,Isaiah Canaan,Isaiah Canaan,Isaiah Canaan,Isaiah Canaan,Isaiah Canaan,/players/c/canaais01.html,2013 (Pick 34),Isaiah Canaan
5535,Ben Moore,Ben Moore,Ben Moore,Ben Moore,Ben Moore,/players/m/moorebe01.html,2017,
5884,Isaiah Wilkins,Isaiah Wilkins,Isaiah Wilkins,Isaiah Wilkins,Isaiah Wilkins,/players/w/wilkiis01.html,2019,
5502,Jabari Bird,Jabari Bird,Jabari Bird,Jabari Bird,Jabari Bird,/players/b/birdja01.html,2017 (Pick 56),
3706,Shabazz Muhammad,Shabazz Muhammad,Shabazz Muhammad,Shabazz Muhammad,Shabazz Muhammad,/players/m/muhamsh01.html,2013 (Pick 14),Shabazz Muhammad
4073,Eric Moreland,Eric Moreland,Eric Moreland,Eric Moreland,Eric Moreland,/players/m/moreler01.html,2014,Eric Moreland
2745,Joakim Noah,Joakim Noah,Joakim Noah,Joakim Noah,Joakim Noah,/players/n/noahjo01.html,2007 (Pick 9),Joakim Noah
5865,Jonathan Stark,Jonathan Stark,Jonathan Stark,Jonathan Stark,Jonathan Stark,,2018,
5269,Ben Bentil,Ben Bentil,Ben Bentil,Ben Bentil,Ben Bentil,/players/b/bentibe01.html,2016 (Pick 51),
5855,Emanuel Terry,Emanuel Terry,Emanuel Terry,Emanuel Terry,Emanuel Terry,,,
5843,Chris Chiozza,Chris Chiozza,Chris Chiozza,Chris Chiozza,Chris Chiozza,,2018,
5845,Doral Moore,Doral Moore,Doral Moore,Doral Moore,Doral Moore,,2018,Doral Moore
2891,Omer Asik,Omer Asik,Omer Asik,Omer Asik,Omer Asik,/players/a/asikom01.html,2008,Omer Asik
5214,Briante Weber,Briante Weber,Briante Weber,Briante Weber,Briante Weber,/players/w/weberbr01.html,,Briante Weber
3350,Lavoy Allen,Lavoy Allen,Lavoy Allen,Lavoy Allen,Lavoy Allen,/players/a/allenla01.html,2011 (Pick 50),Lavoy Allen
5533,Derrick Walton Jr.,Derrick Walton Jr.,Derrick Walton Jr.,Derrick Walton,Derrick Walton,/players/w/waltode01.html,2017,
5856,Kenrich Williams,Kenrich Williams,Kenrich Williams,Kenrich Williams,Kenrich Williams,/players/w/willike04.html,2018,Kenrich Williams
5003,Anthony Brown,Anthony Brown,Anthony Brown,Anthony Brown,Anthony Brown,/players/b/brownan02.html,2015 (Pick 34),Anthony Brown
5077,Levi Randolph,Levi Randolph,Levi Randolph,Levi Randolph,Levi Randolph,,,
5878,Donte Ingram,Donte Ingram,Donte Ingram,Donte Ingram,Donte Ingram,,2018,
5879,Kaiser Gates,Kaiser Gates,Kaiser Gates,Kaiser Gates,Kaiser Gates,,2018,
5888,Jemerrio Jones,Jemerrio Jones,Jemerrio Jones,Jemerrio Jones,Jemerrio Jones,,2018,
3756,Will Cherry,Will Cherry,Will Cherry,Will Cherry,Will Cherry,/players/c/cherrwi01.html,2014,
3129,Wesley Johnson,Wesley Johnson,Wesley Johnson,Wesley Johnson,Wesley Johnson,/players/j/johnswe01.html,2010 (Pick 4),Wesley Johnson
5887,Donte Grantham,Donte Grantham,Donte Grantham,Donte Grantham,Donte Grantham,,2018,
3426,Xavier Silas,Xavier Silas,Xavier Silas,Xavier Silas,Xavier Silas,/players/s/silasxa01.html,,
5275,Ryan Arcidiacono,Ryan Arcidiacono,Ryan Arcidiacono,Ryan Arcidiacono,Ryan Arcidiacono,/players/a/arcidry01.html,2016,Ryan Arcidiacono
5847,Tiwian Kendley,Tiwian Kendley,Tiwian Kendley,Tiwian Kendley,Tiwian Kendley,,2018,
4070,Tim Frazier,Tim Frazier,Tim Frazier,Tim Frazier,Tim Frazier,/players/f/fraziti01.html,,Tim Frazier
5246,Norvel Pelle,Norvel Pelle,Norvel Pelle,Norvel Pelle,Norvel Pelle,,,
5775,Isaac Haas,Isaac Haas,Isaac Haas,Isaac Haas,Isaac Haas,,2018,Isaac Haas
5322,Reggie Hearn,Reggie Hearn,Reggie Hearn,Reggie Hearn,Reggie Hearn,/players/h/hearnre01.html,,
5498,Edmond Sumner,Edmond Sumner,Edmond Sumner,Edmond Sumner,Edmond Sumner,/players/s/sumneed01.html,2017 (Pick 52),
,,,,,,,,Lucas Nogueira
,,,,,,,,Brice Johnson
,,,,,,,,David West
,,,,,,,,Andzejs Pasecniks
,,,Cole Aldrich,,,,,Cole Aldrich
,,,,,,,,David Lee
,,,,,,,,Tim Duncan
,,,,,,,,Chris Bosh
,,,,,,,,Jared Sullinger
,,,,,,,,Brandan Wright
,,,,,,,,Festus Ezeli
,,,,,,,,Marreese Speights
,,,,,,,,Chris Johnson
,,,,,,,,Trevor Booker
,,,,,,,,Jeff Withey
,,,,,,,,Willie Reed
,,,,,,,,Andrew Bogut
,,,,,,,,Amar'e Stoudemire
,,,,,,,,Spencer Hawes
,,,,,,,,Justin Hamilton
,,,,,,,,Alec Peters
,,,,,,,,Mario Chalmers
,,,,,,,,Jamil Wilson
,,,,,,,,Myke Henry
,,,,,,,,Deron Williams
,,,,,,,,Donatas Motiejunas
,,,Deyonta Davis,,,,,Deyonta Davis
,,,,,,,,Tyler Ennis
,,,,,,,,Shane Larkin
,,,,,,,,Mike James
,,,,,,,,Toney Douglas
,,,,,,,,Tarik Black
,,,,,,,,Roy Hibbert
,,,,,,,,Luke Babbitt
,,,,,,,,James Michael McAdoo
,,,,,,,,Adreian Payne
,,,,,,,,Terrence Jones
,,,,,,,,Archie Goodwin
,,,,,,,,Anderson Varejao
,,,,,,,,Ryan Kelly
,,,,,,,,Jordan Hill
,,,Quincy Acy,,,,,Quincy Acy
,,,,,,,,Jordan Mickey
,,,,,,,,Corey Brewer
,,,,,,,,O.J. Mayo
,,,,,,,,Nick Collison
,,,,,,,,Chase Budinger
,,,,,,,,Mike Miller
,,,,,,,,Matt Barnes
,,,,,,,,Josh McRoberts
,,,,,,,,Carl Landry
,,,,,,,,Brandon Jennings
,,,,,,,,Aaron Harrison
,,,,,,,,Joffrey Lauvergne
,,,,,,,,Andrea Bargnani
,,,,,,,,Manu Ginobili
,,,,,,,,Damjan Rudez
,,,,,,,,Al Jefferson
,,,Brandon Paul,,,,,Brandon Paul
,,,,,,,,Ty Lawson
,,,,,,,,Rashad Vaughn
,,,,,,,,Beno Udrih
,,,Isaiah Whitehead,,,,,Isaiah Whitehead
,,,,,,,,Tony Allen
,,,,,,,,Chris Andersen
,,,,,,,,Tiago Splitter
,,,,,,,,Alonzo Gee
,,,,,,,,Hollis Thompson
,,,,,,,,Andrew Nicholson
,,,,,,,,James Anderson
,,,,,,,,Kevin Seraphin
,,,,,,,,DeAndre Liggins
,,,,,,,,Mirza Teletovic
,,,,,,,,Johnny O'Bryant III
,,,,,,,,P.J. Hairston
,,,,,,,,Josh Magette
,,,,,,,,Brandon Bass
,,,Dwight Buycks,,,,,Dwight Buycks
,,,,,,,,Kevin Garnett
,,,,,,,,Arnoldas Kulboka
,,,Nick Young,,,,,Nick Young
,,,,,,,,Norris Cole
,,,,,,,,Kris Humphries
,,,,,,,,Luis Scola
,,,,,,,,Sergio Rodriguez
,,,,,,,,Charlie Villanueva
,,,,,,,,Metta World Peace
,,,,,,,,Monta Ellis
,,,,,,,,Derrick Williams
,,,,,,,,Ronnie Price
,,,,,,,,Sasha Vujacic
,,,,,,,,Darrun Hilliard
,,,,,,,,Markel Brown
,,,,,,,,Kendrick Perkins
,,,,,,,,James Jones
,,,,,,,,Steve Blake
,,,,,,,,Dakota Mathias
,,,,,,,,Devon Hall
,,,,,,,,Mo Williams
,,,,,,,,Kevin Martin
,,,,,,,,Joe Young
,,,,,,,,Mike Dunleavy
,,,,,,,,Rodney Stuckey
,,,,,,,,Kyle Singler
,,,,,,,,Malcolm Delaney
,,,,,,,,Kobe Bryant
,,,,,,,,Alan Anderson
,,,,,,,,Boris Diaw
,,,,,,,,Ramon Sessions
,,,,,,,,DJ Hogg
,,,,,,,,Leandro Barbosa
,,,,,,,,Marcus Thornton
,,,,,,,,Sean Kilpatrick
,,,,,,,,Brandon Rush
,,,,,,,,Gerald Henderson
,,,,,,,,Anthony Morrow
,,,,,,,,Joe Johnson
,,,,,,,,Josh Smith
,,,Jameer Nelson,,,,,Jameer Nelson
,,,,,,,,C.J. Watson
,,,,,,,,Kirk Hinrich
,,,,,,,,Nicolas Brussino
,,,,,,,,MiKyle McIntosh
,,,Jason Terry,,,,,Jason Terry
,,,,,,,,Tony Carr
,,,,,,,,Brian Roberts
,,,,,,,,Randy Foye
,,,,,,,,Tayshaun Prince
,,,,,,,,Richard Jefferson
,,,Paul Zipser,,,,,Paul Zipser
,,,Rodney Purvis,,,,,Rodney Purvis
,,,,,,,,Pablo Prigioni
,,,,,,,,Semaj Christon
,,,,,,,,Marcelo Huertas
,,,Aaron Brooks,,,,,Aaron Brooks
,,,,,,,,Paul Pierce
,,,,,,,,Andrew White III
,,,,,,,,Mindaugas Kuzminskas
,,,,,,,,Gary Neal
,,,Arron Afflalo,,,,,Arron Afflalo
1928,Jamal Crawford,Jamal Crawford,Jamal Crawford,Jamal Crawford,Jamal Crawford,/players/c/crawfja01.html,,Jamal Crawford
3842,D.J. Stephens,,,D.J. Stephens,,/players/s/stephdj01.html,,
,Jamal Crawford,,,,Jamal Crawford,,,
